,covid_cases_geocode
0,3550308
1,3300407
2,2910800
3,3304557
4,5300108
5,3547304
6,3122306
7,2704302
8,4303905
9,4314902
10,4305108
11,4105508
12,4106902
13,3515707
14,4205407
15,5208707
16,3131307
17,2408102
18,3303302
19,2611606
20,5218805
21,4209102
22,1302603
23,2927408
24,2800308
25,5002704
26,3136702
27,3148103
28,4214300
29,4202800
30,5201108
31,2301000
32,3106200
33,2304400
34,3529401
35,2925303
36,3547809
37,3548708
38,3548807
39,2601706
40,4104204
41,3119401
42,3518800
43,2607901
44,4113700
45,3144805
46,2925501
47,1200401
48,3167202
49,3170206
50,5201405
51,4202008
52,3505708
53,1501402
54,3509502
55,3513009
56,4108304
57,3301850
58,3524709
59,5211909
60,2507507
61,4115200
62,3534401
63,1721000
64,2805703
65,4319901
66,2312908
67,3549805
68,3549904
69,4218707
70,4300604
71,4301602
72,4307005
73,4307906
74,2914802
75,3203205
76,3302908
77,5007901
78,3552502
79,4216602
80,4321204
81,3554102
82,2211001
83,3556453
84,3205200
85,3205309
86,4302105
87,3201209
88,2905701
89,3201308
90,4204202
91,4204608
92,5103403
93,2304459
94,4108809
95,3519071
96,4207304
97,4310801
98,4208906
99,1100122
100,2307304
101,1600303
102,3140001
103,3530607
104,4211306
105,2403251
106,4213203
107,3151800
108,4317103
109,2111300
110,3170107
111,1400100
112,4304606
113,4304804
114,4305355
115,4306403
116,4306767
117,4307807
118,4206207
119,4208203
120,4208807
121,4311403
122,2408003
123,2804508
124,4118501
125,3303906
126,4119905
127,5006606
128,1100205
129,4320404
130,4318705
131,4321501
132,4128104
133,2903201
134,4202404
135,5205109
136,2908507
137,4307609
138,4209300
139,4316907
140,4317608
141,3106705
142,3107406
143,2904605
144,3111507
145,4304630
146,2604106
147,4104808
148,3118601
149,4306205
150,4205902
151,2502607
152,2918001
153,2918407
154,3137205
155,1504208
156,4313508
157,2611101
158,4213500
159,4315602
160,3204609
161,4317400
162,3205002
163,3304904
164,3168705
165,4323002
166,5108402
167,4300703
168,1400159
169,4303509
170,3301009
171,2908606
172,3301702
173,4308607
174,4209409
175,2308104
176,5108956
177,4118402
178,4314001
179,2931350
180,4127106
181,4218004
182,5221858
183,3306305
184,1500800
185,4203204
186,4104303
187,2906204
188,4203709
189,4305173
190,4306601
191,3515004
192,4107603
193,4309209
194,2913606
195,3521408
196,3525904
197,5212501
198,4314407
199,2707503
200,3539806
201,3304201
202,3543303
203,3543907
204,5220603
205,2928950
206,4217006
207,3550704
208,3552809
209,3306107
210,3556206
211,2900702
212,3503901
213,3107109
214,1300706
215,1502400
216,3201407
217,3127701
218,1503606
219,4208302
220,3527306
221,3528502
222,4311809
223,4313102
224,4314100
225,4314605
226,3543402
227,4316006
228,4217600
229,3162500
230,3554003
231,4218103
232,1702109
233,5002001
234,4303004
235,2603454
236,2504009
237,3111200
238,3114204
239,3513801
240,2606200
241,4109401
242,3128907
243,5209705
244,2913903
245,4110805
246,3301900
247,1302504
248,2307700
249,4122305
250,5007406
251,3156700
252,4317202
253,3552205
254,2516201
255,2210052
256,4216909
257,3204955
258,4128203
259,2400208
260,4202909
261,2402006
262,4304507
263,2303709
264,5003702
265,5208608
266,3202405
267,2915205
268,3202801
269,2407104
270,3302601
271,4115309
272,2407807
273,3303500
274,4212205
275,1505536
276,2207702
277,2409100
278,4120705
279,2311306
280,4216206
281,2412005
282,2412203
283,2613701
284,2411056
285,4219002
286,5200258
287,1200013
288,4104907
289,4106209
290,3125101
291,4207502
292,1301902
293,2306256
294,2915601
295,2917102
296,2307650
297,4114609
298,4115804
299,3143906
300,4313409
301,4118808
302,2925204
303,1200807
304,3304524
305,3157807
306,3305554
307,3166808
308,4125506
309,3204906
310,4127304
311,3300100
312,2401008
313,2302206
314,3507803
315,3509205
316,2910057
317,3522505
318,5211503
319,3524006
320,1100114
321,2407005
322,3139409
323,4115705
324,2922904
325,1303205
326,2610004
327,2510808
328,3536505
329,3537305
330,4212650
331,3538709
332,3540606
333,3304300
334,4122206
335,5107602
336,3548500
337,3550407
338,4321303
339,3305802
340,3170404
341,1500107
342,5000252
343,3101607
344,3200359
345,3501608
346,3502804
347,2902708
348,3506003
349,3508603
350,4303103
351,2906501
352,2907509
353,2908002
354,4108403
355,3516408
356,3518701
357,2607307
358,2915502
359,3522208
360,3523107
361,4113205
362,3526803
363,3302403
364,1504422
365,3529302
366,2921104
367,3530706
368,5006200
369,3533403
370,5216304
371,3538907
372,4120804
373,3545308
374,3546801
375,2312205
376,4318051
377,3549706
378,3305208
379,3551009
380,1508100
381,4128609
382,3205101
383,3556701
384,3557006
385,3557105
386,3200102
387,4300406
388,2600708
389,3200607
390,3103504
391,4101507
392,4101804
393,3300258
394,4102000
395,2100055
396,1501303
397,2903102
398,2503209
399,5204508
400,4103701
401,5204607
402,3112802
403,2402600
404,5205497
405,2304285
406,4107652
407,4108601
408,4109708
409,2105302
410,3520509
411,3522109
412,3138203
413,3526902
414,3152501
415,3541000
416,1506807
417,4319505
418,5107958
419,2313401
420,5221403
421,5008305
422,2933307
423,3500709
424,3503208
425,3104205
426,3504008
427,3105608
428,2903409
429,4202305
430,1400175
431,2801306
432,4106407
433,3514403
434,3516200
435,3516309
436,3202207
437,4309308
438,2305407
439,3302007
440,2306306
441,2306405
442,3523206
443,3523909
444,2306900
445,3525300
446,4209003
447,4113403
448,5105259
449,3302502
450,4114302
451,4117701
452,4118204
453,4212304
454,2927705
455,3158953
456,3160405
457,4320008
458,5107909
459,3205010
460,4318309
461,4125555
462,4127205
463,3169109
464,4321600
465,4322400
466,4323408
467,3500501
468,3500105
469,1500602
470,4201406
471,3300209
472,4101705
473,3504107
474,3300308
475,2401404
476,1501501
477,5203500
478,2602902
479,4104006
480,2202208
481,2302800
482,2402303
483,3201506
484,3513108
485,3124104
486,2304301
487,1503093
488,3301876
489,2305654
490,4207858
491,3131703
492,3524303
493,2507804
494,4210100
495,2704708
496,3529005
497,4211207
498,3303203
499,5215009
500,1505031
501,4211900
502,2610707
503,3304102
504,3541604
505,2411502
506,4126256
507,5220454
508,2515500
509,1507458
510,2111201
511,5220108
512,3306008
513,2932804
514,2900355
515,5100250
516,3507506
517,2904902
518,5102637
519,3113909
520,3511300
521,4105409
522,1707009
523,2911204
524,4109302
525,3518206
526,2305233
527,4109757
528,2802908
529,2916401
530,3522604
531,4208401
532,3525706
533,3144300
534,3303401
535,5106224
536,1600501
537,3534302
538,4117602
539,3303708
540,3536208
541,3148004
542,4212403
543,4119301
544,4122404
545,3546009
546,2930709
547,4217709
548,3550100
549,2112209
550,2932705
551,3170701
552,2301109
553,2401107
554,4301057
555,4102307
556,2303303
557,5002951
558,4307708
559,2912905
560,2305506
561,2305902
562,1301852
563,3302205
564,3522307
565,2916807
566,3135100
567,2307601
568,2309409
569,2923308
570,2309706
571,2923506
572,3147006
573,3147303
574,2310506
575,2310852
576,2924702
577,2311405
578,1100288
579,4316600
580,4316808
581,4123402
582,2928109
583,1600600
584,3165537
585,4126405
586,4216107
587,4318440
588,3305000
589,2413904
590,3305752
591,2414100
592,3554409
593,3305901
594,1100304
595,2300754
596,5101407
597,4102406
598,2902906
599,3506508
600,3507001
601,2603108
602,2102408
603,3110608
604,1502103
605,2906006
606,5102702
607,3510500
608,2303600
609,3115805
610,2304103
611,2304236
612,5102504
613,3121902
614,3126109
615,3127107
616,2305001
617,3202504
618,2913200
619,3520426
620,3135407
621,2608453
622,2307502
623,3139003
624,3141108
625,4312252
626,3530300
627,3143302
628,3146008
629,2706307
630,2610608
631,2208304
632,1200385
633,3541505
634,4120507
635,3546405
636,2312007
637,4215703
638,3165578
639,2312700
640,3548906
641,2929206
642,5107107
643,4318804
644,4320859
645,4218202
646,3169901
647,5108303
648,4219309
649,4200606
650,1400050
651,4201000
652,3503307
653,3505500
654,3506102
655,3201001
656,2602209
657,3300506
658,3108404
659,3507605
660,3300704
661,2303501
662,3301306
663,3511102
664,2604205
665,5103007
666,5003207
667,4306809
668,4309555
669,3519709
670,2606804
671,3133600
672,3523404
673,3302270
674,2609006
675,3531308
676,2609402
677,5214861
678,3203908
679,4314035
680,3537602
681,3538006
682,3151503
683,3304110
684,5107040
685,3304128
686,4121208
687,2612208
688,3545209
689,4215455
690,2109908
691,2513703
692,1507003
693,3305406
694,2807105
695,5007935
696,3552403
697,2110401
698,3550605
699,2615300
700,4322251
701,5222005
702,4128708
703,2616407
704,3101805
705,2902104
706,2601201
707,4301107
708,3504503
709,3504602
710,3505906
711,2501807
712,5203302
713,1200138
714,3113305
715,3508504
716,2103505
717,2908408
718,2910701
719,4205456
720,4309050
721,5208509
722,5209101
723,2911501
724,5209200
725,3518305
726,1709500
727,2305357
728,2105104
729,3131158
730,2915106
731,2306207
732,2916856
733,4111506
734,3524402
735,3524808
736,3525508
737,5105234
738,3526407
739,1302702
740,3530508
741,2308500
742,5213756
743,3533908
744,1100155
745,2804904
746,2610509
747,3538105
748,5217401
749,1303536
750,3541406
751,3304508
752,2930501
753,3551702
754,4215802
755,3162906
756,4125001
757,3553401
758,4217907
759,4127700
760,2112605
761,4322509
762,3171006
763,3205069
764,2600054
765,5201207
766,3503802
767,4201901
768,4212809
769,4202107
770,3505401
771,4302402
772,3108305
773,4103909
774,3301108
775,2603801
776,2604007
777,4203006
778,4305454
779,4204251
780,3514809
781,2605806
782,2606002
783,4205704
784,4206504
785,3518404
786,3133105
787,2916302
788,3522406
789,3523503
790,2917300
791,3524501
792,2608107
793,3136207
794,2608909
795,4114500
796,4210605
797,4312401
798,3140159
799,4211702
800,3303807
801,3147105
802,3303856
803,2611309
804,4215000
805,2928059
806,3158003
807,3305703
808,3549102
809,2932309
810,4219200
811,2314003
812,3502903
813,1100023
814,2602100
815,3300605
816,2102374
817,3300803
818,2905602
819,2906808
820,2102705
821,2103208
822,2304202
823,3513504
824,2305605
825,2607208
826,3132404
827,3133501
828,3302254
829,2917607
830,4115507
831,4211504
832,3534708
833,4117503
834,3303609
835,3536802
836,3151206
837,3540705
838,5218391
839,2311504
840,2926905
841,2311801
842,3545803
843,4320107
844,2312809
845,2613909
846,2613107
847,3304755
848,3204708
849,3163706
850,2312601
851,3550209
852,2313104
853,3555000
854,2112803
855,3500600
856,1500206
857,3501905
858,3501707
859,3502754
860,2302057
861,1501907
862,3508900
863,3110707
864,2906873
865,1301100
866,1703867
867,3117306
868,2403301
869,4306908
870,3125903
871,2304350
872,2605905
873,3129806
874,3519402
875,3131505
876,2306553
877,3134202
878,3134608
879,2919553
880,3143104
881,1400456
882,5006309
883,1716109
884,1506112
885,2611507
886,5218607
887,4215505
888,2612505
889,2411205
890,3546900
891,2614105
892,2613008
893,3160900
894,3162104
895,3204807
896,1507607
897,2615409
898,2615508
899,2112902
900,3100203
901,3200300
902,2100402
903,3108107
904,3111606
905,2402204
906,2103000
907,2402709
908,2604502
909,3124302
910,2606101
911,4310330
912,5210604
913,4208500
914,4113007
915,2406304
916,2609105
917,3140308
918,2106805
919,5005707
920,5214507
921,3145208
922,2309607
923,3149903
924,3151107
925,3304003
926,5217302
927,3204500
928,4123956
929,2110203
930,2515302
931,3305505
932,2930154
933,3304805
934,2613404
935,5221601
936,4322806
937,2114007
938,2900108
939,2400109
940,2300309
941,4300208
942,4101408
943,2601052
944,2601904
945,3509700
946,2906303
947,1502202
948,4203956
949,2202505
950,1502707
951,5003306
952,1200203
953,2403103
954,4307500
955,5208004
956,3516705
957,2606408
958,2304657
959,3520202
960,4207700
961,2916203
962,4112702
963,2608701
964,3528007
965,5216403
966,2409407
967,2208106
968,4315701
969,4214805
970,1506203
971,4317905
972,4321451
973,2313500
974,3555406
975,4322608
976,3104007
977,3300233
978,3505203
979,2301950
980,2903904
981,1501709
982,3509403
983,1502152
984,2302909
985,2603900
986,3115300
987,2604403
988,3512308
989,2402907
990,5207535
991,2911006
992,5208806
993,3127388
994,2104677
995,3128303
996,3203106
997,3526704
998,3527108
999,1302405
1000,3528403
1001,3140803
1002,1600402
1003,3531100
1004,5213806
1005,3532603
1006,1504976
1007,2310209
1008,3147907
1009,3537909
1010,3540200
1011,5106752
1012,1600535
1013,3543709
1014,1506187
1015,1506351
1016,4123303
1017,3204559
1018,2928505
1019,4124004
1020,2708907
1021,4124905
1022,2500700
1023,2412559
1024,2210607
1025,3165107
1026,2516508
1027,1508084
1028,4127957
1029,2932507
1030,1600808
1031,3556503
1032,1505106
1033,3101706
1034,2200400
1035,3502101
1036,3502705
1037,2301208
1038,5201801
1039,3300225
1040,4101903
1041,2302107
1042,3106101
1043,3506409
1044,2701001
1045,3201100
1046,2201929
1047,3508108
1048,1502004
1049,2302602
1050,4304200
1051,1502301
1052,3510203
1053,3300936
1054,2303006
1055,4305306
1056,5103361
1057,3513405
1058,2910727
1059,3515509
1060,2304707
1061,3520103
1062,2914604
1063,2307403
1064,1600279
1065,3527207
1066,1504406
1067,2308005
1068,3302809
1069,3530805
1070,1504802
1071,3531803
1072,3531902
1073,3532009
1074,2309102
1075,4312674
1076,2804805
1077,2923605
1078,3536703
1079,2208007
1080,3539400
1081,3541059
1082,3304151
1083,2311264
1084,2311603
1085,2611804
1086,3543808
1087,2707701
1088,2311959
1089,4215653
1090,5219753
1091,3305604
1092,2806701
1093,2931202
1094,2313302
1095,4321469
1096,1721208
1097,2615706
1098,2933000
1099,1508209
1100,3205176
1101,2900603
1102,3500758
1103,2600906
1104,2901106
1105,3200409
1106,4201273
1107,4201505
1108,2101202
1109,2101251
1110,2401503
1111,3201159
1112,2904704
1113,1100452
1114,3509601
1115,3511003
1116,4204301
1117,2605004
1118,2909901
1119,2203305
1120,3514502
1121,2605202
1122,3515400
1123,2605400
1124,4308201
1125,4108908
1126,2204709
1127,2404705
1128,2803005
1129,2105401
1130,3133808
1131,3203130
1132,2803500
1133,3138401
1134,4209854
1135,5005608
1136,1400308
1137,3145307
1138,3204054
1139,3538600
1140,2512101
1141,2311108
1142,4213708
1143,3204302
1144,1506104
1145,2311702
1146,3204401
1147,1400472
1148,3546702
1149,4124202
1150,2413300
1151,2614501
1152,2312403
1153,3549409
1154,3553104
1155,2112233
1156,2709301
1157,2300200
1158,3503109
1159,2101707
1160,2302305
1161,2201919
1162,3110004
1163,3110509
1164,5205000
1165,5205406
1166,2303956
1167,3118304
1168,3119302
1169,2203701
1170,2204006
1171,2304954
1172,4109203
1173,3128709
1174,2305266
1175,3520442
1176,4207106
1177,3132206
1178,4208104
1179,2306504
1180,2405009
1181,3526209
1182,2608503
1183,2205706
1184,4210803
1185,3529807
1186,2106755
1187,3142908
1188,2107100
1189,5005681
1190,3143807
1191,4312609
1192,2309508
1193,3536570
1194,4212502
1195,2610905
1196,2410108
1197,3542206
1198,3542602
1199,2611903
1200,2612406
1201,3547908
1202,2513901
1203,2613602
1204,2210201
1205,1400605
1206,2412500
1207,3164704
1208,2613800
1209,2414407
1210,2112308
1211,2313559
1212,2932903
1213,2112704
1214,2616209
1215,2300150
1216,2100204
1217,4100608
1218,1100403
1219,2400703
1220,3502200
1221,2200608
1222,3502507
1223,2700300
1224,2101004
1225,3504305
1226,2401453
1227,5101803
1228,2401602
1229,2602308
1230,3509908
1231,2907301
1232,4204004
1233,2504702
1234,2908903
1235,2304004
1236,2103703
1237,4107207
1238,3124203
1239,2304905
1240,2911709
1241,4309951
1242,3520301
1243,4110078
1244,2802809
1245,5104526
1246,2803203
1247,4111902
1248,2307007
1249,2105658
1250,3526001
1251,5005202
1252,2106508
1253,2921450
1254,5105622
1255,4116208
1256,3144508
1257,4117107
1258,5006275
1259,3537800
1260,3303955
1261,3540408
1262,2512507
1263,2208874
1264,2109601
1265,4123709
1266,3160702
1267,5007802
1268,3551504
1269,4320800
1270,2708709
1271,2412807
1272,3553807
1273,3553906
1274,3169406
1275,2211100
1276,2709400
1277,2600609
1278,2300507
1279,2600807
1280,4100905
1281,2100709
1282,3200508
1283,2301307
1284,3104106
1285,4301008
1286,2301851
1287,2903300
1288,2603207
1289,4304705
1290,3113701
1291,4106704
1292,2605103
1293,2802106
1294,2203909
1295,2305209
1296,2703007
1297,2305332
1298,2404606
1299,3519907
1300,1503200
1301,5210000
1302,3133303
1303,4112405
1304,2307106
1305,2608057
1306,2608305
1307,3137601
1308,2205565
1309,2406809
1310,2308302
1311,2705507
1312,4312658
1313,4212007
1314,4118105
1315,2610806
1316,2207900
1317,2310803
1318,3538808
1319,3204203
1320,4119707
1321,2311231
1322,2611200
1323,2926608
1324,1506302
1325,4124053
1326,1200450
1327,2614204
1328,3167707
1329,4126702
1330,3553708
1331,2615805
1332,2313906
1333,3170909
1334,3171204
1335,2314102
1336,3171303
1337,4219705
1338,1500909
1339,2101400
1340,5001904
1341,2201739
1342,1502608
1343,2202752
1344,3120904
1345,3514908
1346,2605509
1347,3518909
1348,4109807
1349,2914000
1350,4207809
1351,2914653
1352,2914703
1353,2915700
1354,2607703
1355,2205102
1356,4111803
1357,2306702
1358,2206209
1359,3529708
1360,2106672
1361,3530102
1362,2921609
1363,2921906
1364,1504059
1365,1505304
1366,1505403
1367,2310704
1368,2706901
1369,4119251
1370,5217609
1371,3152303
1372,2805604
1373,3542008
1374,1506500
1375,3304706
1376,3162955
1377,1507961
1378,2615904
1379,2616308
1380,5105507
1381,2113009
1382,1508407
1383,3200201
1384,2400505
1385,2301505
1386,2301901
1387,2503704
1388,3510302
1389,2701704
1390,1400233
1391,3557204
1392,2504603
1393,2909505
1394,2504900
1395,3201902
1396,3124401
1397,3202306
1398,2607000
1399,1503408
1400,3202652
1401,2506905
1402,2607653
1403,2608008
1404,4114203
1405,2704807
1406,3140209
1407,3532405
1408,2206720
1409,2309458
1410,1505486
1411,2924009
1412,1100189
1413,2109205
1414,3541703
1415,4316402
1416,1506609
1417,2312502
1418,3549953
1419,2614600
1420,1507953
1421,1508035
1422,4323200
1423,3556909
1424,2900405
1425,2900306
1426,2500403
1427,2300903
1428,2301257
1429,2501708
1430,4103057
1431,3508405
1432,4303806
1433,2402105
1434,2402402
1435,3301405
1436,2504801
1437,1502772
1438,1502905
1439,2403756
1440,4107900
1441,1503077
1442,2912103
1443,2305704
1444,2507101
1445,2306603
1446,3524204
1447,5104807
1448,2608255
1449,3137403
1450,4311791
1451,2609501
1452,4116901
1453,2609808
1454,2610202
1455,2108207
1456,3150406
1457,4121000
1458,2611533
1459,1506138
1460,5107206
1461,1303569
1462,2927002
1463,2413409
1464,2930402
1465,1600055
1466,1507102
1467,3161106
1468,3161601
1469,1507508
1470,2111102
1471,3168606
1472,2807501
1473,4322004
1474,2313807
1475,3500303
1476,1500404
1477,2900900
1478,2300705
1479,2700201
1480,3300159
1481,3503604
1482,2700508
1483,3505609
1484,5203203
1485,3506607
1486,3108602
1487,3509254
1488,2603504
1489,2905909
1490,2303402
1491,2202604
1492,2103307
1493,1502756
1494,2604601
1495,5103353
1496,2304277
1497,4307054
1498,3515186
1499,2506301
1500,2306009
1501,3523305
1502,4208609
1503,2405801
1504,2105708
1505,2919405
1506,2704203
1507,3527405
1508,2205805
1509,3302452
1510,1302553
1511,3529906
1512,2106904
1513,3143609
1514,2206704
1515,5215231
1516,2309805
1517,3535309
1518,2706448
1519,1600154
1520,3539301
1521,3539509
1522,3545001
1523,4316758
1524,3547502
1525,4126603
1526,2313005
1527,2929354
1528,1507474
1529,3550803
1530,1720804
1531,2614857
1532,3169356
1533,4322103
1534,1101708
1535,4219176
1536,3306206
1537,2616506
1538,2200202
1539,2600302
1540,2500304
1541,2100477
1542,2200459
1543,3101508
1544,1500859
1545,1500958
1546,4202057
1547,3505302
1548,4102604
1549,3106309
1550,3106408
1551,2302404
1552,2201903
1553,3507407
1554,2302503
1555,2502805
1556,2503001
1557,4303673
1558,5204706
1559,2302701
1560,2303105
1561,3512407
1562,2604700
1563,2504850
1564,2909802
1565,2702405
1566,3514007
1567,2103802
1568,3515152
1569,3124500
1570,3515202
1571,4308250
1572,4109609
1573,3517406
1574,2606606
1575,2204659
1576,3131406
1577,2507002
1578,1600253
1579,3523602
1580,3525201
1581,2205508
1582,3526100
1583,2608404
1584,3526605
1585,4114104
1586,2205904
1587,2704500
1588,2920601
1589,3203346
1590,3529203
1591,5213103
1592,2407708
1593,4313003
1594,2309201
1595,4313300
1596,1505007
1597,1303304
1598,1505502
1599,2511202
1600,2706802
1601,4315305
1602,5107065
1603,2311355
1604,4316501
1605,3166105
1606,3551603
1607,1304005
1608,2929701
1609,2312304
1610,2110856
1611,2111003
1612,2708600
1613,3305307
1614,1508001
1615,2615607
1616,3169604
1617,2313757
1618,1508308
1619,1500503
1620,2200707
1621,2501104
1622,4301404
1623,2401206
1624,2601805
1625,3106903
1626,3507100
1627,2502508
1628,3507456
1629,2603009
1630,2905503
1631,2202307
1632,2303931
1633,1706001
1634,2304269
1635,4308904
1636,2104552
1637,2404507
1638,2506400
1639,3519055
1640,2914901
1641,3521903
1642,2607802
1643,5211800
1644,2918803
1645,2919504
1646,2307809
1647,2509156
1648,3140506
1649,3531506
1650,2308708
1651,3144102
1652,2922607
1653,2207009
1654,2705705
1655,2923209
1656,2408508
1657,2310258
1658,3537206
1659,4212601
1660,3538204
1661,3539103
1662,2208403
1663,4314779
1664,2707305
1665,3541109
1666,4213906
1667,2109106
1668,3153202
1669,2209005
1670,3546207
1671,5219308
1672,3548054
1673,3548203
1674,4217501
1675,3552106
1676,2708808
1677,4320909
1678,4321667
1679,3554953
1680,2211407
1681,1600105
1682,3503406
1683,2700409
1684,5202809
1685,1501576
1686,2102101
1687,2202000
1688,2102325
1689,2905156
1690,3109907
1691,2905800
1692,1100809
1693,2303204
1694,2603926
1695,2604304
1696,2103174
1697,4305504
1698,3301504
1699,4305900
1700,2801702
1701,4306106
1702,2203503
1703,2506004
1704,2104057
1705,3125309
1706,2606309
1707,1709302
1708,1301704
1709,3202603
1710,1503309
1711,2606903
1712,3130556
1713,2306108
1714,1503507
1715,3133006
1716,2916104
1717,1302009
1718,4208005
1719,2306801
1720,2608602
1721,2919058
1722,2608800
1723,3203320
1724,4311908
1725,2307908
1726,2804003
1727,2705101
1728,2308377
1729,1504604
1730,5214606
1731,1504950
1732,2107407
1733,2609709
1734,2609907
1735,4118303
1736,4213401
1737,3151701
1738,4316709
1739,3304607
1740,1507201
1741,2209708
1742,2613305
1743,3305133
1744,3164209
1745,1600709
1746,2615201
1747,4321956
1748,4321857
1749,4218806
1750,2932200
1751,2616001
1752,4219606
1753,2600401
1754,2300101
1755,2800506
1756,1702554
1757,3504206
1758,2201200
1759,2102002
1760,1501600
1761,4104105
1762,4304358
1763,2801207
1764,4305587
1765,2103554
1766,2202901
1767,4105300
1768,4306320
1769,2203750
1770,4205308
1771,2304509
1772,4309605
1773,4206900
1774,3520004
1775,5210109
1776,2305803
1777,2404853
1778,3302056
1779,1101104
1780,3524105
1781,2607950
1782,2508307
1783,2106300
1784,2509107
1785,3141801
1786,2308401
1787,2206407
1788,4118006
1789,3149309
1790,2208205
1791,5106505
1792,3540903
1793,2611408
1794,2806008
1795,2806107
1796,3546603
1797,2409332
1798,2928000
1799,3305158
1800,1507466
1801,1720200
1802,1708254
1803,5221809
1804,2211209
1805,2100436
1806,2100600
1807,2800209
1808,2902005
1809,4201307
1810,2500809
1811,3200706
1812,3200805
1813,3200904
1814,3506805
1815,3508702
1816,2504207
1817,2103406
1818,3512001
1819,3201605
1820,3201704
1821,3512902
1822,3512803
1823,3201803
1824,3202009
1825,2910008
1826,3202108
1827,4308102
1828,2605608
