,covid_cases_geocode
1829,4205506
1830,3202256
1831,3517703
1832,3202454
1833,3202553
1834,3202702
1835,3202900
1836,3203007
1837,2917706
1838,3203056
1839,5104906
1840,2803401
1841,5212055
1842,2406601
1843,3203163
1844,3527009
1845,2307635
1846,3139508
1847,3203304
1848,4210407
1849,3203353
1850,2921005
1851,3203403
1852,3203502
1853,2206654
1854,3203601
1855,3203700
1856,3203809
1857,2408300
1858,4117008
1859,3533502
1860,2107456
1861,2706208
1862,2207504
1863,4212106
1864,3204005
1865,2706703
1866,2108454
1867,2611002
1868,2108603
1869,3204104
1870,3538303
1871,3204252
1872,1718204
1873,4120333
1874,2208650
1875,3542404
1876,3543006
1877,4121901
1878,3204351
1879,2927507
1880,4215554
1881,2612703
1882,3548005
1883,4317509
1884,2929909
1885,2111763
1886,2413359
1887,3204658
1888,2929107
1889,1507300
1890,2613503
1891,2514602
1892,2111508
1893,2412609
1894,2210508
1895,4217808
1896,4217956
1897,4218301
1898,3169307
1899,4322152
1900,3555109
1901,2807600
1902,3205036
1903,3205150
1904,4323606
1905,1722081
1906,4323804
1907,4219853
1908,3200169
1909,4200507
1910,3200136
1911,3501301
1912,2600104
1913,2600203
1914,2500601
1915,3102001
1916,2100873
1917,2902252
1918,2200905
1919,1702901
1920,1501204
1921,1703057
1922,2700607
1923,2700706
1924,2201770
1925,3107901
1926,2701100
1927,2401800
1928,4104709
1929,2702306
1930,2304251
1931,1100940
1932,1502939
1933,2304608
1934,2104651
1935,3518602
1936,2105005
1937,3129608
1938,1503457
1939,3133709
1940,4111308
1941,1503804
1942,4311106
1943,2704005
1944,2704104
1945,2106003
1946,4113809
1947,1504307
1948,2920502
1949,2920700
1950,2308203
1951,3142403
1952,1504703
1953,3144003
1954,1200336
1955,1714880
1956,4313706
1957,3535606
1958,3535804
1959,2706604
1960,2409902
1961,2109007
1962,3541307
1963,2512804
1964,3544004
1965,4316436
1966,3545159
1967,2513307
1968,4123907
1969,2928604
1970,3551108
1971,2111789
1972,4215752
1973,2514503
1974,2210359
1975,2111409
1976,4217105
1977,3164605
1978,2615003
1979,2112506
1980,2517001
1981,3556354
1982,1200708
1983,3500402
1984,3500204
1985,3502309
1986,2300804
1987,2101103
1988,1501253
1989,2101772
1990,2101905
1991,4302253
1992,2401701
1993,1100049
1994,3509304
1995,1400209
1996,2801405
1997,3511706
1998,1705508
1999,2604809
2000,2604908
2001,3122405
2002,2104008
2003,2204105
2004,4205803
2005,1101005
2006,1100106
2007,2305100
2008,2911808
2009,2104909
2010,2305308
2011,4206801
2012,2606705
2013,3519600
2014,3130051
2015,4310207
2016,4111407
2017,3136652
2018,2803609
2019,4209607
2020,2803708
2021,2508901
2022,4312138
2023,2308351
2024,3303005
2025,2308609
2026,4312385
2027,2309003
2028,2804300
2029,3533106
2030,1100502
2031,2705606
2032,1505437
2033,2408904
2034,2108058
2035,1505601
2036,5106422
2037,2311009
2038,2410207
2039,1506005
2040,2109239
2041,2512309
2042,2512903
2043,2612000
2044,3545407
2045,5219258
2046,2612604
2047,3547007
2048,3159605
2049,2806602
2050,2515807
2051,4318457
2052,4216354
2053,2613206
2054,2210300
2055,2709103
2056,3554607
2057,2807402
2058,4127858
2059,1500347
2060,2100303
2061,2100832
2062,1702208
2063,1200054
2064,2601409
2065,2102077
2066,2800670
2067,3109105
2068,2503605
2069,1600204
2070,2701407
2071,2504157
2072,3115458
2073,2702108
2074,3512209
2075,3512506
2076,5103437
2077,2103901
2078,1100098
2079,2802304
2080,3519303
2081,2506707
2082,3302106
2083,3521804
2084,3524600
2085,2703809
2086,2918555
2087,2106326
2088,2509701
2089,2107357
2090,4117909
2091,3537156
2092,2511509
2093,2410009
2094,2511707
2095,2511905
2096,3151602
2097,3152204
2098,5107008
2099,1101476
2100,2410702
2101,2410900
2102,4315800
2103,2110005
2104,2708006
2105,1506906
2106,2111722
2107,3165800
2108,2514404
2109,2210003
2110,2111706
2111,2413805
2112,3553955
2113,3554508
2114,2313609
2115,1101757
2116,2211308
2117,3556404
2118,2933158
2119,1700301
2120,1100015
2121,4200754
2122,4100806
2123,2200509
2124,1701002
2125,2800407
2126,4302006
2127,1501451
2128,4202206
2129,2602605
2130,1501782
2131,2102358
2132,1100031
2133,1501956
2134,1100700
2135,2801009
2136,4304614
2137,3301207
2138,2202729
2139,2202778
2140,2702207
2141,2103604
2142,2802007
2143,1502954
2144,1200302
2145,1600238
2146,2911600
2147,2912707
2148,2105153
2149,3130101
2150,2703700
2151,2703759
2152,2608206
2153,2205524
2154,4113502
2155,2407500
2156,2206506
2157,2922656
2158,4211405
2159,3534609
2160,3145901
2161,2923902
2162,2108306
2163,2511301
2164,2108504
2165,2108801
2166,4213104
2167,2925956
2168,3153905
2169,4214904
2170,1506161
2171,2806305
2172,1506559
2173,2928703
2174,2929750
2175,2515609
2176,2110500
2177,2110906
2178,2209807
2179,2929305
2180,1400506
2181,2210383
2182,3550506
2183,2412906
2184,2111805
2185,1200609
2186,2709152
2187,1508159
2188,2600500
2189,3153509
2190,2100808
2191,2601102
2192,2301703
2193,2201705
2194,3109006
2195,2602704
2196,2102200
2197,2602803
2198,2102507
2199,3113404
2200,4204103
2201,2801603
2202,4306734
2203,2204204
2204,3127008
2205,2104800
2206,3132107
2207,2105427
2208,5005103
2209,2918605
2210,3138609
2211,2803807
2212,2803906
2213,1713205
2214,1713304
2215,1101302
2216,2308807
2217,2509800
2218,2922508
2219,4211876
2220,2409506
2221,2924405
2222,4213153
2223,2410256
2224,2208502
2225,4314753
2226,2208809
2227,2926103
2228,2806206
2229,2109809
2230,1507805
2231,2211605
2232,4200408
2233,3101102
2234,2300408
2235,2500502
2236,1100379
2237,4101002
2238,2301406
2239,2301604
2240,2101608
2241,2201507
2242,2201606
2243,2102903
2244,2303808
2245,2303907
2246,2202703
2247,2102606
2248,2403707
2249,2605707
2250,2104107
2251,2404408
2252,4206108
2253,3521002
2254,2105500
2255,5212204
2256,1712405
2257,1100130
2258,2206001
2259,4114906
2260,2509305
2261,2705200
2262,2308906
2263,4312807
2264,2510105
2265,3533007
2266,2309300
2267,2310308
2268,4212254
2269,1505551
2270,4212908
2271,2805208
2272,2511806
2273,4213609
2274,2926004
2275,2110039
2276,2110104
2277,1200500
2278,4318903
2279,4319000
2280,4217204
2281,2313203
2282,2313351
2283,4321436
2284,2516904
2285,2313955
2286,4323770
2287,1700251
2288,2400307
2289,4300505
2290,1400027
2291,2100550
2292,1703107
2293,3506359
2294,4202453
2295,5002308
2296,4203303
2297,4203501
2298,5204904
2299,2504033
2300,3112604
2301,4302808
2302,3117009
2303,4204707
2304,1600212
2305,3510005
2306,3301801
2307,4308078
2308,1707702
2309,1707553
2310,4308805
2311,2404200
2312,3517802
2313,4206652
2314,5004106
2315,3519501
2316,4110201
2317,4207601
2318,1400282
2319,3134301
2320,3135803
2321,2105609
2322,2105948
2323,2406700
2324,2106201
2325,2919926
2326,1504109
2327,3139250
2328,2509339
2329,1504455
2330,2107001
2331,4312427
2332,3532702
2333,1400407
2334,2804706
2335,1715101
2336,1713809
2337,2408706
2338,3149002
2339,2409803
2340,2108405
2341,2511608
2342,4314548
2343,3152402
2344,4315131
2345,1600550
2346,2109270
2347,2512705
2348,2805802
2349,4215109
2350,5107701
2351,3546306
2352,3157906
2353,4317251
2354,4124509
2355,4320503
2356,3551801
2357,5107925
2358,3552304
2359,1507151
2360,5107404
2361,2515104
2362,2929503
2363,3165305
2364,4320453
2365,4218608
2366,4321832
2367,4321907
2368,3555604
2369,1508126
2370,4323358
2371,1700350
2372,1100346
2373,4300802
2374,3506300
2375,2102036
2376,4302352
2377,3507753
2378,2701506
2379,4203808
2380,3114501
2381,3511409
2382,2504504
2383,3513603
2384,1706506
2385,3122009
2386,3514106
2387,3514601
2388,1708205
2389,3517505
2390,3519105
2391,3521606
2392,3523008
2393,3522901
2394,3523800
2395,2917508
2396,3524907
2397,2918308
2398,2507705
2399,3528858
2400,4114807
2401,2509206
2402,2804102
2403,1101401
2404,3532504
2405,1100148
2406,1715002
2407,3536307
2408,2108256
2409,3537404
2410,2108702
2411,3539202
2412,3152105
2413,2109056
2414,2805406
2415,3542503
2416,2209302
2417,2513406
2418,3158409
2419,3547700
2420,3551207
2421,2413102
2422,2708303
2423,3162708
2424,2111532
2425,3552700
2426,3553609
2427,3554656
2428,3554706
2429,4218509
2430,2931905
2431,2112407
2432,2414605
2433,4128401
2434,3555901
2435,3172202
2436,4219507
2437,1500131
2438,5200308
2439,3101904
2440,3102100
2441,1700707
2442,3501806
2443,5201306
2444,2100956
2445,2201150
2446,3504909
2447,2302008
2448,2501401
2449,3106002
2450,2601508
2451,2903805
2452,2502706
2453,3108909
2454,5203807
2455,2701357
2456,3509957
2457,3113206
2458,2303659
2459,5205208
2460,2702009
2461,2202737
2462,5205802
2463,3120102
2464,5206206
2465,1706100
2466,2505204
2467,5205703
2468,5207402
2469,3123601
2470,4307831
2471,2104081
2472,1707652
2473,3516804
2474,3518503
2475,3130507
2476,2703304
2477,5210208
2478,3521309
2479,3133758
2480,5005004
2481,2307254
2482,2507903
2483,3137809
2484,4113908
2485,3139805
2486,2609204
2487,1712801
2488,5213087
2489,3531407
2490,5106182
2491,2923001
2492,1505064
2493,2107605
2494,2310407
2495,4314159
2496,3149804
2497,5217104
2498,2512002
2499,3540507
2500,2109304
2501,2805901
2502,2512754
2503,2109502
2504,3546256
2505,2612455
2506,4217550
2507,2930600
2508,2515971
2509,3161403
2510,2210102
2511,2210375
2512,3550001
2513,2515005
2514,3167905
2515,3553500
2516,1101609
2517,3169208
2518,2112456
2519,3555703
2520,2100154
2521,3100104
2522,4100103
2523,5200605
2524,4300646
2525,1300144
2526,2100907
2527,3104601
2528,1702703
2529,3504404
2530,2501500
2531,2101509
2532,5002100
2533,2101731
2534,2101970
2535,5002209
2536,2503753
2537,2401305
2538,3111903
2539,2701605
2540,2102754
2541,1200179
2542,3301157
2543,3114006
2544,4304952
2545,2103158
2546,3116605
2547,2202711
2548,4204400
2549,5205901
2550,5103379
2551,4305975
2552,1502855
2553,3121803
2554,3513900
2555,4306759
2556,4307559
2557,2702801
2558,3516002
2559,4308508
2560,2204303
2561,3517000
2562,4309258
2563,4109500
2564,3516606
2565,4310363
2566,2204808
2567,1503754
2568,2513653
2569,4311304
2570,3137700
2571,3526506
2572,2407203
2573,4311700
2574,3139607
2575,5212808
2576,2106375
2577,3140852
2578,3529609
2579,3303104
2580,4312708
2581,3534906
2582,4313607
2583,5215900
2584,2408805
2585,4314027
2586,3150901
2587,4314704
2588,5106703
2589,1718451
2590,4121406
2591,2208700
2592,5007109
2593,3155405
2594,3157203
2595,1506708
2596,2312106
2597,2411403
2598,2928307
2599,3548104
2600,2110302
2601,2111748
2602,2413201
2603,3551405
2604,2515930
2605,1507904
2606,2110609
2607,4216008
2608,2110708
2609,1101484
2610,4125407
2611,2209872
2612,2708501
2613,2111573
2614,2413003
2615,3553005
2616,3553856
2617,2516706
2618,3554300
2619,2112100
2620,3555505
2621,5108352
2622,4322558
2623,3170578
2624,3556800
2625,4300059
2626,3500550
2627,3501400
2628,4100301
2629,3501103
2630,4302303
2631,1200104
2632,2102309
2633,2701209
2634,3110301
2635,2603603
2636,3112307
2637,2801504
2638,4105904
2639,2702355
2640,4306502
2641,1707306
2642,3125952
2643,2802403
2644,4108502
2645,1709005
2646,2802601
2647,3517208
2648,3520608
2649,3520806
2650,3521150
2651,3131901
2652,3132701
2653,2916609
2654,2607505
2655,1503705
2656,2105989
2657,2704401
2658,4312054
2659,3141405
2660,3142809
2661,2206670
2662,3532801
2663,3532827
2664,3532900
2665,3145059
2666,2706000
2667,2108108
2668,3537107
2669,2707008
2670,4119954
2671,1717909
2672,2925402
2673,2805505
2674,2707206
2675,3541208
2676,2707602
2677,3154101
2678,3154507
2679,2109551
2680,2806404
2681,5107800
2682,2928802
2683,1720655
2684,2210805
2685,1720101
2686,5007695
2687,3162559
2688,2932457
2689,3556305
2690,1722107
2691,5100201
2692,5100102
2693,3101631
2694,5000609
2695,2901007
2696,2800100
2697,2901502
2698,2501302
2699,3505104
2700,2501575
2701,2903276
2702,1501725
2703,1703800
2704,4302709
2705,4103404
2706,2701308
2707,4104055
2708,2906857
2709,2103109
2710,2103257
2711,3117900
2712,2910107
2713,3124609
2714,2506251
2715,4110102
2716,2506806
2717,2916500
2718,4310603
2719,2703601
2720,2803302
2721,4210001
2722,2920403
2723,2205953
2724,1712504
2725,2509396
2726,2106706
2727,2804607
2728,3146305
2729,2107704
2730,2706505
2731,2805109
2732,2310951
2733,3539905
2734,2311207
2735,4213807
2736,2925600
2737,2925758
2738,2512408
2739,4214607
2740,3159308
2741,2516102
2742,2612901
2743,1507409
2744,2514453
2745,3162302
2746,4319711
2747,2516409
2748,4323309
2749,2112852
2750,4200101
2751,2400901
2752,5201702
2753,2601300
2754,2602001
2755,3110202
2756,5204805
2757,2603702
2758,4304697
2759,3115003
2760,3511201
2761,3115508
2762,4105102
2763,5205521
2764,4305702
2765,2505238
2766,2203404
2767,2505808
2768,4307450
2769,1503044
2770,4308300
2771,2104206
2772,2104404
2773,2104503
2774,4309704
2775,4310009
2776,2703106
2777,2914505
2778,2404903
2779,2507606
2780,2406106
2781,2508208
2782,3302304
2783,2508802
2784,2704609
2785,4210506
2786,2509909
2787,4312906
2788,5215603
2789,2310001
2790,5215702
2791,2310100
2792,1716505
2793,5218003
2794,4314803
2795,1718303
2796,4315156
2797,3156908
2798,2612307
2799,2513802
2800,5219738
2801,3160009
2802,3552007
2803,4318002
2804,2806800
2805,5108006
2806,4127908
2807,2211506
2808,2400604
2809,2200301
2810,3501152
2811,2101301
2812,2501906
2813,1100601
2814,2905404
2815,2401859
2816,3110905
2817,3111002
2818,3118007
2819,4106506
2820,2505105
2821,3515129
2822,2910404
2823,2910503
2824,3515608
2825,4107751
2826,3516903
2827,2104305
2828,2404309
2829,3517604
2830,3128105
2831,3519006
2832,2507200
2833,4208708
2834,2405702
2835,2918704
2836,2406502
2837,3138005
2838,3527603
2839,2509404
2840,1504752
2841,4312351
2842,5106109
2843,1100338
2844,3145000
2845,1100254
2846,2925931
2847,4315503
2848,3154457
2849,3155801
2850,2927101
2851,2411007
2852,1200427
2853,4124020
2854,3548302
2855,1507755
2856,2930105
2857,2410306
2858,2614006
2859,1100320
2860,2111607
2861,3552601
2862,2615102
2863,4127601
2864,1508050
2865,2414506
2866,2616183
2867,5008404
2868,4128500
2869,3501004
2870,1702307
2871,2501203
2872,4301909
2873,5203401
2874,2904100
2875,3507902
2876,2102556
2877,3112000
2878,3114303
2879,3510807
2880,1703909
2881,5204300
2882,2103125
2883,3116209
2884,3120508
2885,3120805
2886,5207253
2887,3514924
2888,3123700
2889,3124807
2890,2104099
2891,2104602
2892,1710706
2893,5211206
2894,5211602
2895,3134905
2896,2703908
2897,3137007
2898,2205581
2899,2407401
2900,2206100
2901,4211009
2902,4211256
2903,2921708
2904,5105903
2905,2510204
2906,3147204
2907,2610301
2908,2408607
2909,3148707
2910,2511400
2911,3150604
2912,3150802
2913,3540804
2914,5218508
2915,2512606
2916,4121505
2917,2208908
2918,3543253
2919,3543238
2920,3156304
2921,2927200
2922,3157104
2923,4124103
2924,2515906
2925,3551900
2926,2210904
2927,2516003
2928,5107859
2929,3162922
2930,4125704
2931,5007950
2932,3553302
2933,2414159
2934,3554805
2935,3170750
2936,4322707
2937,2505501
2938,3170800
2939,5100508
2940,2100501
2941,2901205
2942,4200804
2943,3102605
2944,3102803
2945,2400802
2946,1701309
2947,2902054
2948,2101350
2949,2101939
2950,3107307
2951,3300902
2952,5102678
2953,2604155
2954,3511508
2955,5205471
2956,4105607
2957,2908200
2958,2504405
2959,4204350
2960,2505279
2961,3121100
2962,4205175
2963,1707405
2964,2104073
2965,3517307
2966,1301654
2967,3517901
2968,3130903
2969,3521705
2970,4110953
2971,3522703
2972,2507309
2973,5212105
2974,5105200
2975,4113106
2976,4114005
2977,3142106
2978,3143401
2979,2705408
2980,2922003
2981,2922102
2982,2922300
2983,2510402
2984,1715507
2985,3145604
2986,2309904
2987,3147600
2988,2207793
2989,3151008
2990,3151305
2991,1718402
2992,2925808
2993,3544301
2994,1506195
2995,2513109
2996,2109759
2997,2413607
2998,2210656
2999,2930774
3000,2928901
3001,2708402
3002,3549300
3003,5220405
3004,2931509
3005,2414209
3006,3556008
3007,4219150
3008,2933257
3009,3172004
3010,2933059
3011,2900207
3012,2500734
3013,4101101
3014,2500908
3015,3103405
3016,2902658
3017,4301701
3018,2201556
3019,2601607
3020,4302659
3021,3508009
3022,2904852
3023,3109709
3024,4303301
3025,5002605
3026,4303558
3027,4103602
3028,3509452
3029,2202133
3030,3113602
3031,2701803
3032,4304903
3033,3115904
3034,2908309
3035,3117702
3036,4306007
3037,2909703
3038,3119906
3039,3121605
3040,4306973
3041,4309100
3042,2104701
3043,3518008
3044,4309654
3045,2911907
3046,2913002
3047,2913457
3048,2913705
3049,2913804
3050,4110706
3051,4112009
3052,2105476
3053,2105906
3054,2608750
3055,2205607
3056,4311502
3057,4210035
3058,3528304
3059,3139201
3060,4114401
3061,4312203
3062,3529500
3063,2921203
3064,2921401
3065,3142205
3066,3532108
3067,2107209
3068,2922755
3069,5106232
3070,5106240
3071,5106257
3072,3533601
3073,3145877
3074,3534757
3075,1505494
3076,3535408
3077,5006358
3078,3147402
3079,4118600
3080,3148905
3081,2924306
3082,3539004
3083,3151404
3084,4119103
3085,3539608
3086,2925253
3087,2707404
3088,2108900
3089,2925709
3090,2109403
3091,4316105
3092,5107578
3093,1100296
3094,5107768
3095,2110278
3096,3159902
3097,2929800
3098,2930204
3099,3548609
3100,3161007
3101,4318408
3102,4318465
3103,2111250
3104,2209856
3105,3162575
3106,4124806
3107,4319752
3108,2515401
3109,2709004
3110,5108600
3111,3500907
3112,5100300
3113,3502408
3114,5201454
3115,1702000
3116,1703008
3117,2502151
3118,3507308
3119,2503506
3120,2603306
3121,3111101
3122,2102804
3123,3115359
3124,2504355
3125,2203354
3126,2702504
3127,3514304
3128,3124906
3129,2702603
3130,2802205
3131,5003801
3132,2802502
3133,5004007
3134,3128006
3135,3128501
3136,3130200
3137,3130606
3138,2105351
3139,3132305
3140,3522158
3141,2703502
3142,3135704
3143,2105963
3144,2205599
3145,4113304
3146,2508406
3147,2508554
3148,2704906
3149,4116059
3150,2804201
3151,2921500
3152,3531704
3153,2804458
3154,2510709
3155,2707107
3156,3152907
3157,3304409
3158,2707800
3159,3544707
3160,2612109
3161,1718865
3162,4126504
3163,2110658
3164,3161205
3165,2806909
3166,3162005
3167,2514305
3168,3164803
3169,1720499
3170,4218350
3171,3556107
3172,2414704
3173,5100409
3174,4201802
3175,3105905
3176,3109808
3177,2504306
3178,5003454
3179,3513702
3180,5003504
3181,2404101
3182,4309407
3183,5104104
3184,2105203
3185,4207684
3186,2105807
3187,3139904
3188,3140704
3189,2106631
3190,3531001
3191,2107258
3192,2610103
3193,2409704
3194,1718550
3195,2807204
3196,2111078
3197,2111631
3198,4200309
3199,4300307
3200,3102209
3201,1701051
3202,2201101
3203,2502003
3204,1501758
3205,2800704
3206,2102150
3207,1703826
3208,2401909
3209,2503803
3210,4203600
3211,2907004
3212,2905107
3213,3511607
3214,3300951
3215,4106571
3216,3121209
3217,2203453
3218,2403509
3219,2403806
3220,2404002
3221,5209952
3222,2803104
3223,3132602
3224,5004502
3225,2917003
3226,2405207
3227,2405504
3228,2307205
3229,2406205
3230,2922409
3231,3144359
3232,4116703
3233,2207959
3234,2207108
3235,3146107
3236,3535101
3237,2207751
3238,2510907
3239,2310605
3240,4212700
3241,2310902
3242,2924801
3243,1505635
3244,5106778
3245,2706406
3246,4214201
3247,2611705
3248,2408953
3249,2109700
3250,3545605
3251,5219407
3252,4126272
3253,2514206
3254,2514909
3255,3554201
3256,2932606
3257,3306156
3258,2100105
3259,2500205
3260,3500808
3261,5100359
3262,2901155
3263,3100500
3264,2201572
3265,5002159
3266,3504800
3267,2202059
3268,2503308
3269,2905206
3270,1703842
3271,5102686
3272,4104501
3273,2202406
3274,3510401
3275,3116308
3276,2908101
3277,1716703
3278,2908705
3279,2203206
3280,3124005
3281,4107736
3282,2204600
3283,2506608
3284,4207403
3285,3521101
3286,2404804
3287,2915353
3288,5210802
3289,3132909
3290,3523701
3291,2205201
3292,5105002
3293,2507408
3294,2205516
3295,2508000
3296,5212303
3297,3528601
3298,2509503
3299,2206803
3300,4211454
3301,2705804
3302,3145455
3303,3535002
3304,2923704
3305,2107803
3306,2409308
3307,2207801
3308,3538501
3309,2805307
3310,5218102
3311,4121703
3312,2926301
3313,3544202
3314,3544251
3315,3544905
3316,3544806
3317,4122909
3318,5107875
3319,2708956
3320,2411809
3321,1101492
3322,3161908
3323,3162948
3324,2514800
3325,2807006
3326,1720309
3327,2313252
3328,2112001
3329,1721109
3330,1101807
3331,2500775
3332,5201603
3333,3503703
3334,2301802
3335,3505005
3336,4302055
3337,3506706
3338,4302154
3339,5101852
3340,4302378
3341,4103354
3342,2202026
3343,4103453
3344,2801108
3345,4104659
3346,1706258
3347,2403004
3348,1502764
3349,4107124
3350,3122108
3351,2403202
3352,2506103
3353,2702702
3354,3126901
3355,4308706
3356,2702900
3357,2506509
3358,2917805
3359,3135308
3360,2105450
3361,2205409
3362,3136009
3363,4311205
3364,2508109
3365,1712009
3366,2919157
3367,4113734
3368,2509008
3369,4311775
3370,3171501
3371,3140902
3372,2509370
3373,4312153
3374,4312302
3375,4312443
3376,2804409
3377,4313201
3378,4313375
3379,5106265
3380,4313466
3381,2207207
3382,3536109
3383,2207603
3384,2207934
3385,1716653
3386,4119608
3387,3540309
3388,4315057
3389,3541653
3390,3154002
3391,5218706
3392,5107180
3393,3155702
3394,4315552
3395,4316451
3396,2612471
3397,2209104
3398,2209401
3399,3548401
3400,4320206
3401,1101500
3402,3166907
3403,3167103
3404,2516300
3405,2411601
3406,2411700
3407,5107297
3408,5107354
3409,4216305
3410,2514107
3411,3164472
3412,3553203
3413,4126678
3414,3554904
3415,3170008
3416,2517209
3417,4323457
3418,2933505
3419,3101003
3420,5200050
3421,4128625
3422,2901908
3423,2901957
3424,3103603
3425,2501609
3426,3505807
3427,4102802
3428,2202455
3429,4104600
3430,5103205
3431,4306130
3432,2801900
3433,1707108
3434,5103601
3435,4107256
3436,4107306
3437,4307203
3438,3515657
3439,4108650
3440,3127602
3441,4309159
3442,3129301
3443,2802700
3444,5210406
3445,2915908
3446,4310850
3447,2917409
3448,4311122
3449,4113601
3450,3528106
3451,2920106
3452,2705002
3453,4115606
3454,5105606
3455,5213004
3456,4211108
3457,1714302
3458,3144607
3459,5214705
3460,4313490
3461,2923100
3462,3534005
3463,3535200
3464,1715754
3465,2610400
3466,4314050
3467,2805000
3468,5106372
3469,1716604
3470,4120655
3471,4315404
3472,2806503
3473,3547650
3474,4317558
3475,4126207
3476,4318424
3477,4319703
3478,2930907
3479,2516607
3480,2807303
3481,4322202
3482,2932101
3483,4322905
3484,2414902
3485,2517100
3486,3557154
3487,2500106
3488,5200902
3489,1702158
3490,5202155
3491,2501005
3492,5202601
3493,2903003
3494,1703073
3495,2700805
3496,2101806
3497,2201804
3498,3108206
3499,5203559
3500,2503100
3501,2503555
3502,2202174
3503,4304002
3504,3112109
3505,3510708
3506,2504108
3507,1100056
3508,4106308
3509,3119104
3510,2505402
3511,2505709
3512,2605152
3513,2505907
3514,3123809
3515,4308409
3516,3516853
3517,3129202
3518,2606507
3519,3129509
3520,2915007
3521,3522802
3522,4208450
3523,5105150
3524,5105309
3525,1712454
3526,4114708
3527,2705309
3528,2508703
3529,2408409
3530,3534104
3531,2706109
3532,2510600
3533,4212056
3534,3536000
3535,2108009
3536,5217203
3537,3540259
3538,3153004
3539,3154309
3540,2926400
3541,2512788
3542,3154705
3543,3154804
3544,5007208
3545,3155306
3546,1718758
3547,2311900
3548,2513158
3549,1506583
3550,1718907
3551,1719004
3552,2708105
3553,2413508
3554,3167509
3555,2513927
3556,4216701
3557,2514008
3558,2111052
3559,2412104
3560,3164431
3561,3550902
3562,2614709
3563,4126801
3564,5108055
3565,2313708
3566,5221700
3567,2933174
3568,2616100
3569,2933604
3570,1700400
3571,1701101
3572,1701903
3573,1702406
3574,2201309
