196;440100;1263.1591331314758
0;110000;1199.4808593664377
198;440300;1114.6798914088147
235;510100;1064.2370077723278
2;310000;1029.6563566450222
212;441900;905.1390882868584
78;341300;755.9904082103876
201;440600;710.9497328728007
3;500000;695.1049878781746
150;410100;661.5308468780461
288;UNKNOWN;655.017127928154
87;330100;649.9243819363597
182;430100;634.4317112104837
74;320100;510.63925561902744
265;530100;484.88759077474714
1;120000;450.08185770575835
98;340100;443.46496402124114
168;420100;439.69302392816786
206;441300;409.06870876925524
217;450100;389.35902309918976
256;520100;387.537544507013
213;442000;377.6772614619783
75;320200;374.1482254891742
38;210100;372.8625217771842
134;370100;359.2307053140507
88;330200;346.9175505005779
13;131000;343.25075851716656
115;350200;316.5928921518994
4;130100;308.781228152697
15;140100;301.13755991224355
135;370200;300.14347045259984
165;411600;289.4749516444438
9;130600;281.0896017225044
93;330700;279.5126734474932
52;220100;278.15328081474024
118;350500;273.42197840332045
61;UNKNOWN;267.93776593892886
260;520500;263.72906972613583
76;320300;261.48174882297644
123;360100;260.65342697952275
90;330400;260.3435661014266
291;610400;259.78053353375594
89;330300;259.09786173509974
108;341200;257.6833373979321
77;320400;254.57551608014685
114;350100;246.9526515670993
163;411400;237.8079228125923
258;520300;236.821230437661
79;320600;233.56516704103586
185;430400;226.14623033324912
145;371300;223.3171537040011
82;320900;220.89473497512824
245;511300;220.53009098611116
199;440400;213.46009242059174
109;341300;212.73421066971852
92;330600;210.54914629649986
140;370700;203.05190247598966
186;430500;202.7036488414672
129;360700;202.50807969600012
266;530300;199.56244229733628
141;370800;199.4221457095506
211;441800;198.51588548714636
7;130400;198.10148842913094
240;510700;197.14696428905896
204;440900;196.8859977388548
203;440800;196.6013248558383
149;371700;194.59556730598263
298;620100;193.68528995047592
133;361100;193.644469638
162;411300;193.26993937019998
166;411700;192.47316390068235
12;130900;190.455923525177
111;341600;183.2181152477637
225;450900;179.95806555627203
96;331000;179.28403225019974
202;440700;178.73034900026423
146;371400;178.27291782221508
249;511700;177.35834738347506
187;430600;176.35934541440048
85;331000;174.20375538810012
107;341100;173.71990637156108
200;440500;173.01179052650693
5;130200;172.19103900254902
205;441200;171.61246616126712
215;445200;171.37134680999944
164;411500;170.7055611515999
110;UNKNOWN;170.53010547750014
239;510600;169.03054534052143
183;430200;167.80752676028348
156;410700;163.12950226439986
190;430900;162.89620227607543
269;530600;162.42876427901467
192;431100;162.22712349932013
8;130500;162.20180677770009
188;430700;159.50947860930316
151;410200;159.47309711879996
81;UNKNOWN;159.28633099890038
131;360900;159.06515111640024
86;321300;158.92019561969974
238;510500;158.48534356613186
84;321100;158.36373006944336
83;321000;158.02408736147385
119;350600;157.58647280007304
219;450300;156.5215335126187
39;210200;156.39704711414004
292;610500;156.22492557959993
21;140700;156.08706803605475
264;522700;155.6602560171
246;511400;155.1378588056099
247;511500;154.15485988053916
91;330500;153.66987938609995
177;421100;153.4746212316001
243;511000;151.29079681077727
152;410300;150.95552706899994
320;640100;150.30864191122353
224;450800;149.81116541940008
139;370600;149.4362898554168
218;450200;147.4976948607849
105;340800;147.49766419590003
126;360400;143.6293927719003
26;UNKNOWN;143.1092209142504
147;371500;142.335674133263
184;430300;141.5585854368641
325;UNKNOWN;141.52855468320007
99;340200;141.28392649427738
207;441400;139.13162564472606
194;431300;138.69257560792718
159;411000;138.42787606019996
154;410500;137.44889347950007
248;UNKNOWN;137.03804704260008
252;512000;134.64205166743747
80;320700;134.42102575109976
191;431000;134.10620937857658
193;431200;133.0315756153784
136;370300;132.98281298578354
295;450900;129.69322070280924
14;131100;128.20872421710007
257;520200;127.06255705859994
100;340300;127.02520836900001
31;UNKNOWN;126.19840797688624
242;510900;125.7126721342361
153;410400;125.09755275690001
130;UNKNOWN;123.96395439270003
176;421000;123.43786596180001
142;UNKNOWN;123.13184638770005
101;340400;122.84537919030002
148;371600;122.78278862798274
261;520600;121.38360762780007
259;520400;120.68448612479999
209;441600;116.83083368263465
197;440200;116.69144324143139
263;522600;115.70389938089995
25;141100;115.28390211033177
236;510300;114.31219889234983
72;231200;114.26806304910009
226;451000;114.05927285909993
10;130700;113.14917415530012
175;420900;112.3281999917999
228;451200;112.00578867719992
244;511100;111.82636218146718
223;450700;109.46816812170003
54;220300;108.30412066679988
40;210300;108.1567551479645
132;350100;107.10768495960012
251;511900;107.03296072890002
274;UNKNOWN;105.92975156130004
22;140800;105.57486645299998
255;UNKNOWN;104.12583926951594
277;UNKNOWN;103.12428595410002
24;141000;101.94817230450012
137;370400;101.74315318560008
158;410900;100.55009726279984
102;UNKNOWN;100.06176902310001
220;450400;99.04398556320004
241;510800;98.98377128910002
44;210700;98.22912003159598
229;451300;97.82934063479993
172;420600;97.8241770441001
16;140200;96.68416487379031
290;610300;95.53801993560003
23;140900;93.888876627
53;220200;93.2462346744
27;150200;93.14707715102892
262;522300;92.50832220929995
157;410800;92.3341212144
113;341800;91.39959285659992
216;445300;90.63224976239992
160;UNKNOWN;88.73537529239998
116;350300;88.5283273935
103;340600;88.4645927946001
208;441500;86.43772381409991
94;330800;85.61496009330003
34;UNKNOWN;84.88274401260004
144;371100;84.74054085269992
267;530400;84.58559061209995
122;350900;84.357976095
214;445100;84.21731981639995
195;UNKNOWN;83.9380528494
62;UNKNOWN;83.65937361030004
49;211200;83.6570806919999
117;350400;83.49877598760004
6;130300;82.50071271479992
66;230600;82.33034182649997
29;150400;80.97013832400008
121;350800;79.9753774077
11;130800;79.97342273999999
273;UNKNOWN;79.38963487169994
171;420500;79.15207181310002
180;UNKNOWN;78.30755928449996
120;350700;77.64532299179994
210;441700;77.54556863249995
58;220700;76.90083776550006
230;451400;76.39563744990002
138;370500;76.16704019219995
275;UNKNOWN;75.98578261770001
45;210800;75.62077785540015
169;420200;73.9054077209999
322;640300;73.51213694760001
51;211400;73.13510407680016
18;UNKNOWN;72.46136375369998
312;630100;71.45466585511271
47;211000;70.9679124620999
221;450500;70.6535867484001
308;621100;70.19528036220002
50;UNKNOWN;69.58823714549982
302;620500;69.05351498670001
143;371000;67.9825993365001
227;451100;67.04544776939997
178;421200;66.7625119668
293;UNKNOWN;66.44208580560002
294;610700;64.60784107019992
329;UNKNOWN;64.2979329507
30;150500;63.950368255199955
97;331100;63.363194316899985
48;211100;62.29320710489999
20;140600;61.68113073179989
232;460200;61.110151660799964
231;460100;60.97955625089716
104;340700;60.9119624646
296;610900;59.11269937740001
41;210400;58.213913792399936
112;341700;56.922767787599994
268;530500;55.95071084729999
161;411200;55.847945148299964
124;360200;55.73897593470003
250;UNKNOWN;55.417941560700015
173;420700;53.85267155429997
271;UNKNOWN;53.75471196599999
170;420300;53.74348381079995
189;430800;53.03868720210002
297;611000;52.60739069249996
174;420800;52.550087250600036
270;530700;52.5098277666
125;360300;52.33647569489997
68;230800;49.57015039740001
301;620400;48.67935869160001
324;640500;48.60549841770002
305;620800;48.03382646999997
95;330900;46.91269584179997
33;UNKNOWN;46.64986458750006
307;621000;46.2578363676
56;220500;45.70623815850006
106;341000;45.317156302800036
155;410600;45.115724255399996
179;421300;44.8306760889
46;210900;44.740224927900016
59;220800;44.390687696100024
222;450600;43.719106911300024
43;210600;42.633198841500025
309;621200;42.267588687899995
310;UNKNOWN;41.30988725879998
237;510400;41.27813611469999
276;UNKNOWN;41.249492654399994
321;640200;41.018459221799986
272;530900;40.217273439299994
19;140500;40.05712138949998
70;231000;39.622314342599985
128;360600;39.544135737300046
28;150300;38.84246573399997
42;210500;38.64345389910004
17;140300;38.54635850790004
253;UNKNOWN;38.13429022920001
303;620600;38.1226653576
323;640400;37.91127307769999
127;360500;37.35436673069997
306;620900;36.43442326800001
32;UNKNOWN;36.283818237300025
36;UNKNOWN;35.03245617359999
35;152200;33.581752340399994
336;UNKNOWN;33.1412343237
60;UNKNOWN;32.96549518470001
278;UNKNOWN;30.927562271099994
55;220400;30.79164656610001
289;610200;29.325970390499993
337;UNKNOWN;28.484449505099995
331;652800;27.992382615900002
71;231100;25.956579051899972
332;UNKNOWN;25.6029938802
65;230500;25.11626939190003
334;653100;24.490897765200007
304;620700;24.209776805399997
37;152900;23.66261020889998
299;620200;23.189083855200003
57;220600;22.707261900000024
254;UNKNOWN;22.4715671442
63;230300;21.864078675900032
319;632800;20.81734372889999
326;650200;18.6700719609
67;360900;18.613288104300036
234;469002+469005+469006+469007;18.216104431933335
311;UNKNOWN;17.003414546099997
64;230400;16.94685283740001
316;632500;15.256337787900002
280;533400;14.530434901200001
300;620300;14.4176765886
69;230900;13.691527351199992
279;533300;13.238591832000001
281;UNKNOWN;12.971099770199999
181;429004+429005+429006+429021;11.94933483673333
314;UNKNOWN;11.918955556799999
333;653000;9.828531538199998
335;653200;9.746541083699997
330;652700;7.581019297499999
338;654300;7.325482719599998
315;632300;7.037954883899998
73;UNKNOWN;6.861011922899999
318;632700;4.1217241257
317;632600;3.6317415878999992
286;542500;0.39746314709999964
233;460300;0.39594911939999955
167;419001;0.24545920915445296
313;630200;0.0
328;650500;0.0
327;UNKNOWN;0.0
287;540400;0.0
282;540300;0.0
283;540500;0.0
284;540200;0.0
285;540600;0.0
339;659001;0.0
